Unnamed: 0,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,total_gross,genres,genre_name
14169,"[28, 12, 878]",99861,en,Avengers: Age of Ultron,44.383,2015-05-01,Avengers: Age of Ultron,7.3,13457,BV,459000000,946400000,2015,1405400000,878,Science Fiction
14170,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000,435300000,2014,657800000,12,Adventure
14170,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000,435300000,2014,657800000,10751,Family
14170,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000,435300000,2014,657800000,16,Animation
14170,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000,435300000,2014,657800000,28,Action
14170,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000,435300000,2014,657800000,35,Comedy
14171,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,Ant-Man,7.1,11949,BV,180200000,339100000,2015,519300000,878,Science Fiction
14171,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,Ant-Man,7.1,11949,BV,180200000,339100000,2015,519300000,28,Action
14171,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,Ant-Man,7.1,11949,BV,180200000,339100000,2015,519300000,12,Adventure
14172,"[28, 12, 878, 14]",140607,en,Star Wars: The Force Awakens,32.281,2015-12-18,Star Wars: The Force Awakens,7.4,12641,BV,936700000,1131.6,2015,936701131.6,28,Action
14172,"[28, 12, 878, 14]",140607,en,Star Wars: The Force Awakens,32.281,2015-12-18,Star Wars: The Force Awakens,7.4,12641,BV,936700000,1131.6,2015,936701131.6,12,Adventure
14172,"[28, 12, 878, 14]",140607,en,Star Wars: The Force Awakens,32.281,2015-12-18,Star Wars: The Force Awakens,7.4,12641,BV,936700000,1131.6,2015,936701131.6,878,Science Fiction
14172,"[28, 12, 878, 14]",140607,en,Star Wars: The Force Awakens,32.281,2015-12-18,Star Wars: The Force Awakens,7.4,12641,BV,936700000,1131.6,2015,936701131.6,14,Fantasy
14175,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,Spectre,6.4,6719,Sony,200100000,680600000,2015,880700000,28,Action
14175,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,Spectre,6.4,6719,Sony,200100000,680600000,2015,880700000,12,Adventure
14175,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,Spectre,6.4,6719,Sony,200100000,680600000,2015,880700000,80,Crime
14177,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,2015-05-15,Mad Max: Fury Road,7.4,14454,WB,153600000,224800000,2015,378400000,28,Action
14177,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,2015-05-15,Mad Max: Fury Road,7.4,14454,WB,153600000,224800000,2015,378400000,12,Adventure
14177,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,2015-05-15,Mad Max: Fury Road,7.4,14454,WB,153600000,224800000,2015,378400000,878,Science Fiction
14178,"[53, 28]",260346,en,Taken 3,27.679,2015-01-09,Taken 3,6.1,3406,Fox,89300000,237200000,2015,326500000,53,Thriller
14178,"[53, 28]",260346,en,Taken 3,27.679,2015-01-09,Taken 3,6.1,3406,Fox,89300000,237200000,2015,326500000,28,Action
14179,"[28, 18, 53]",254128,en,San Andreas,27.414,2015-05-29,San Andreas,6.1,5125,WB (NL),155200000,318800000,2015,474000000,28,Action
14179,"[28, 18, 53]",254128,en,San Andreas,27.414,2015-05-29,San Andreas,6.1,5125,WB (NL),155200000,318800000,2015,474000000,18,Drama
14179,"[28, 18, 53]",254128,en,San Andreas,27.414,2015-05-29,San Andreas,6.1,5125,WB (NL),155200000,318800000,2015,474000000,53,Thriller
14180,"[80, 53]",181283,en,Child 44,26.386,2015-04-17,Child 44,6.2,903,LG/S,1200000,11700000,2015,12900000,80,Crime
14180,"[80, 53]",181283,en,Child 44,26.386,2015-04-17,Child 44,6.2,903,LG/S,1200000,11700000,2015,12900000,53,Thriller
14181,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,Fox,128300000,286100000,2015,414400000,80,Crime
14181,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,Fox,128300000,286100000,2015,414400000,35,Comedy
14181,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,Fox,128300000,286100000,2015,414400000,28,Action
14181,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,Fox,128300000,286100000,2015,414400000,12,Adventure
14183,"[28, 18]",307081,en,Southpaw,25.305,2015-07-24,Southpaw,7.4,3424,Wein.,52400000,39500000,2015,91900000,28,Action
14183,"[28, 18]",307081,en,Southpaw,25.305,2015-07-24,Southpaw,7.4,3424,Wein.,52400000,39500000,2015,91900000,18,Drama
14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,Inside Out,8,12691,BV,356500000,501100000,2015,857600000,18,Drama
14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,Inside Out,8,12691,BV,356500000,501100000,2015,857600000,35,Comedy
14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,Inside Out,8,12691,BV,356500000,501100000,2015,857600000,16,Animation
14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,Inside Out,8,12691,BV,356500000,501100000,2015,857600000,10751,Family
14185,"[80, 28, 878]",198184,en,Chappie,24.52,2015-03-06,Chappie,6.7,4995,Sony,31600000,70500000,2015,102100000,80,Crime
14185,"[80, 28, 878]",198184,en,Chappie,24.52,2015-03-06,Chappie,6.7,4995,Sony,31600000,70500000,2015,102100000,28,Action
14185,"[80, 28, 878]",198184,en,Chappie,24.52,2015-03-06,Chappie,6.7,4995,Sony,31600000,70500000,2015,102100000,878,Science Fiction
14186,"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058,2015-02-27,Jupiter Ascending,5.3,4401,WB,47400000,136600000,2015,184000000,878,Science Fiction
14186,"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058,2015-02-27,Jupiter Ascending,5.3,4401,WB,47400000,136600000,2015,184000000,14,Fantasy
14186,"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058,2015-02-27,Jupiter Ascending,5.3,4401,WB,47400000,136600000,2015,184000000,28,Action
14186,"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058,2015-02-27,Jupiter Ascending,5.3,4401,WB,47400000,136600000,2015,184000000,12,Adventure
14187,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,Pixels,5.6,4423,Sony,78700000,166100000,2015,244800000,28,Action
14187,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,Pixels,5.6,4423,Sony,78700000,166100000,2015,244800000,35,Comedy
14187,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,Pixels,5.6,4423,Sony,78700000,166100000,2015,244800000,878,Science Fiction
14188,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,The Martian,7.7,12172,Fox,228400000,401700000,2015,630100000,18,Drama
14188,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,The Martian,7.7,12172,Fox,228400000,401700000,2015,630100000,12,Adventure
14188,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,The Martian,7.7,12172,Fox,228400000,401700000,2015,630100000,878,Science Fiction
14189,"[12, 14]",68737,en,Seventh Son,22.856,2015-02-06,Seventh Son,5.3,1549,Uni.,17200000,97000000,2015,114200000,12,Adventure
14189,"[12, 14]",68737,en,Seventh Son,22.856,2015-02-06,Seventh Son,5.3,1549,Uni.,17200000,97000000,2015,114200000,14,Fantasy
14191,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,2015-02-13,Fifty Shades of Grey,5.4,6451,Uni.,166200000,404800000,2015,571000000,18,Drama
14191,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,2015-02-13,Fifty Shades of Grey,5.4,6451,Uni.,166200000,404800000,2015,571000000,10749,Romance
14191,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,2015-02-13,Fifty Shades of Grey,5.4,6451,Uni.,166200000,404800000,2015,571000000,53,Thriller
14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,Jurassic World,6.6,14056,Uni.,652300000,1019.4,2015,652301019.4,28,Action
14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,Jurassic World,6.6,14056,Uni.,652300000,1019.4,2015,652301019.4,12,Adventure
14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,Jurassic World,6.6,14056,Uni.,652300000,1019.4,2015,652301019.4,878,Science Fiction
14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,Jurassic World,6.6,14056,Uni.,652300000,1019.4,2015,652301019.4,53,Thriller
14194,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,The Hateful Eight,7.7,8065,Wein.,54100000,101600000,2015,155700000,80,Crime
14194,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,The Hateful Eight,7.7,8065,Wein.,54100000,101600000,2015,155700000,18,Drama
14194,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,The Hateful Eight,7.7,8065,Wein.,54100000,101600000,2015,155700000,9648,Mystery
14194,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,The Hateful Eight,7.7,8065,Wein.,54100000,101600000,2015,155700000,37,Western
14195,"[28, 80, 53]",273481,en,Sicario,20.468,2015-09-18,Sicario,7.3,4475,LGF,46900000,38000000,2015,84900000,28,Action
14195,"[28, 80, 53]",273481,en,Sicario,20.468,2015-09-18,Sicario,7.3,4475,LGF,46900000,38000000,2015,84900000,80,Crime
14195,"[28, 80, 53]",273481,en,Sicario,20.468,2015-09-18,Sicario,7.3,4475,LGF,46900000,38000000,2015,84900000,53,Thriller
14196,"[28, 80, 53]",168259,en,Furious 7,20.396,2015-04-03,Furious 7,7.3,6538,Uni.,353000000,1163,2015,353001163,28,Action
14196,"[28, 80, 53]",168259,en,Furious 7,20.396,2015-04-03,Furious 7,7.3,6538,Uni.,353000000,1163,2015,353001163,80,Crime
14196,"[28, 80, 53]",168259,en,Furious 7,20.396,2015-04-03,Furious 7,7.3,6538,Uni.,353000000,1163,2015,353001163,53,Thriller
14197,[28],177677,en,Mission: Impossible - Rogue Nation,20.177,2015-07-31,Mission: Impossible - Rogue Nation,7.1,5242,Par.,195000000,487700000,2015,682700000,28,Action
14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610,BV,93400000,115700000,2015,209100000,12,Adventure
14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610,BV,93400000,115700000,2015,209100000,10751,Family
14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610,BV,93400000,115700000,2015,209100000,9648,Mystery
14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610,BV,93400000,115700000,2015,209100000,878,Science Fiction
14199,"[18, 53]",264644,en,Room,20,2015-10-16,Room,8.1,5494,A24,14700000,20700000,2015,35400000,18,Drama
14199,"[18, 53]",264644,en,Room,20,2015-10-16,Room,8.1,5494,A24,14700000,20700000,2015,35400000,53,Thriller
14202,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609,LGF,281700000,371700000,2015,653400000,28,Action
14202,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609,LGF,281700000,371700000,2015,653400000,12,Adventure
14202,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609,LGF,281700000,371700000,2015,653400000,878,Science Fiction
14203,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,The Revenant,7.4,11064,Fox,183600000,349300000,2015,532900000,37,Western
14203,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,The Revenant,7.4,11064,Fox,183600000,349300000,2015,532900000,18,Drama
14203,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,The Revenant,7.4,11064,Fox,183600000,349300000,2015,532900000,12,Adventure
14205,"[28, 53]",192141,en,No Escape,19.005,2015-08-26,No Escape,6.8,1296,Wein.,27300000,27100000,2015,54400000,28,Action
14205,"[28, 53]",192141,en,No Escape,19.005,2015-08-26,No Escape,6.8,1296,Wein.,27300000,27100000,2015,54400000,53,Thriller
14206,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,Goosebumps,6.2,2147,Sony,80100000,70100000,2015,150200000,12,Adventure
14206,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,Goosebumps,6.2,2147,Sony,80100000,70100000,2015,150200000,27,Horror
14206,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,Goosebumps,6.2,2147,Sony,80100000,70100000,2015,150200000,35,Comedy
14208,"[18, 878]",264660,en,Ex Machina,18.485,2015-04-10,Ex Machina,7.6,8026,A24,25400000,11400000,2015,36800000,18,Drama
14208,"[18, 878]",264660,en,Ex Machina,18.485,2015-04-10,Ex Machina,7.6,8026,A24,25400000,11400000,2015,36800000,878,Science Fiction
14209,"[10752, 28]",190859,en,American Sniper,18.473,2014-12-25,American Sniper,7.4,7658,WB,350100000,197300000,2014,547400000,10752,War
14209,"[10752, 28]",190859,en,American Sniper,18.473,2014-12-25,American Sniper,7.4,7658,WB,350100000,197300000,2014,547400000,28,Action
14210,"[35, 10402]",254470,en,Pitch Perfect 2,18.469,2015-05-15,Pitch Perfect 2,6.8,3599,Uni.,184300000,103200000,2015,287500000,35,Comedy
14210,"[35, 10402]",254470,en,Pitch Perfect 2,18.469,2015-05-15,Pitch Perfect 2,6.8,3599,Uni.,184300000,103200000,2015,287500000,10402,Music
14211,"[35, 10749]",271718,en,Trainwreck,18.423,2015-07-17,Trainwreck,5.8,1731,Uni.,110200000,30600000,2015,140800000,35,Comedy
14211,"[35, 10749]",271718,en,Trainwreck,18.423,2015-07-17,Trainwreck,5.8,1731,Uni.,110200000,30600000,2015,140800000,10749,Romance
14214,[35],214756,en,Ted 2,17.684,2015-06-26,Ted 2,6.1,4227,Uni.,81500000,135200000,2015,216700000,35,Comedy
14215,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,The Good Dinosaur,6.7,3135,BV,123100000,209100000,2015,332200000,12,Adventure
14215,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,The Good Dinosaur,6.7,3135,BV,123100000,209100000,2015,332200000,16,Animation
14215,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,The Good Dinosaur,6.7,3135,BV,123100000,209100000,2015,332200000,10751,Family
14216,"[28, 18, 53]",241554,en,Run All Night,17.592,2015-03-13,Run All Night,6.4,1684,WB,26500000,45200000,2015,71700000,28,Action
14216,"[28, 18, 53]",241554,en,Run All Night,17.592,2015-03-13,Run All Night,6.4,1684,WB,26500000,45200000,2015,71700000,18,Drama
14216,"[28, 18, 53]",241554,en,Run All Night,17.592,2015-03-13,Run All Night,6.4,1684,WB,26500000,45200000,2015,71700000,53,Thriller
14218,"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,2015-09-18,Maze Runner: The Scorch Trials,6.6,6365,Fox,81700000,230600000,2015,312300000,28,Action
14218,"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,2015-09-18,Maze Runner: The Scorch Trials,6.6,6365,Fox,81700000,230600000,2015,312300000,878,Science Fiction
14218,"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,2015-09-18,Maze Runner: The Scorch Trials,6.6,6365,Fox,81700000,230600000,2015,312300000,53,Thriller
14219,"[28, 12, 16, 14]",303857,ja,ドラゴンボールZ 復活の「F」,16.858,2015-08-04,Dragon Ball Z: Resurrection 'F',6.7,680,FUN,8000000,53800000,2015,61800000,28,Action
14219,"[28, 12, 16, 14]",303857,ja,ドラゴンボールZ 復活の「F」,16.858,2015-08-04,Dragon Ball Z: Resurrection 'F',6.7,680,FUN,8000000,53800000,2015,61800000,12,Adventure
14219,"[28, 12, 16, 14]",303857,ja,ドラゴンボールZ 復活の「F」,16.858,2015-08-04,Dragon Ball Z: Resurrection 'F',6.7,680,FUN,8000000,53800000,2015,61800000,16,Animation
14219,"[28, 12, 16, 14]",303857,ja,ドラゴンボールZ 復活の「F」,16.858,2015-08-04,Dragon Ball Z: Resurrection 'F',6.7,680,FUN,8000000,53800000,2015,61800000,14,Fantasy
14220,"[80, 53, 28]",201088,en,Blackhat,16.824,2015-01-16,Blackhat,5.3,1165,Uni.,8000000,11600000,2015,19600000,80,Crime
14220,"[80, 53, 28]",201088,en,Blackhat,16.824,2015-01-16,Blackhat,5.3,1165,Uni.,8000000,11600000,2015,19600000,53,Thriller
14220,"[80, 53, 28]",201088,en,Blackhat,16.824,2015-01-16,Blackhat,5.3,1165,Uni.,8000000,11600000,2015,19600000,28,Action
14221,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,LG/S,27400000,119600000,2015,147000000,14,Fantasy
14221,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,LG/S,27400000,119600000,2015,147000000,28,Action
14221,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,LG/S,27400000,119600000,2015,147000000,12,Adventure
14221,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,LG/S,27400000,119600000,2015,147000000,878,Science Fiction
14223,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,Hotel Transylvania 2,6.7,3184,Sony,169700000,305100000,2015,474800000,16,Animation
14223,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,Hotel Transylvania 2,6.7,3184,Sony,169700000,305100000,2015,474800000,35,Comedy
14223,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,Hotel Transylvania 2,6.7,3184,Sony,169700000,305100000,2015,474800000,10751,Family
14223,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,Hotel Transylvania 2,6.7,3184,Sony,169700000,305100000,2015,474800000,14,Fantasy
14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837,Fox,56100000,111900000,2015,168000000,28,Action
14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837,Fox,56100000,111900000,2015,168000000,12,Adventure
14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837,Fox,56100000,111900000,2015,168000000,878,Science Fiction
14225,[18],312221,en,Creed,16.356,2015-11-25,Creed,7.3,4010,WB (NL),109800000,63800000,2015,173600000,18,Drama
14226,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,Spotlight,7.8,4935,ORF,45100000,53200000,2015,98300000,18,Drama
14226,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,Spotlight,7.8,4935,ORF,45100000,53200000,2015,98300000,53,Thriller
14226,"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,Spotlight,7.8,4935,ORF,45100000,53200000,2015,98300000,36,History
14227,[53],72784,en,The Loft,15.995,2015-01-30,The Loft,6.4,755,ORF,6000000,4099999,2015,10099999,53,Thriller
14229,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.941,2015-04-17,Paul Blart: Mall Cop 2,5,900,Sony,71000000,36600000,2015,107600000,28,Action
14229,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.941,2015-04-17,Paul Blart: Mall Cop 2,5,900,Sony,71000000,36600000,2015,107600000,35,Comedy
14229,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.941,2015-04-17,Paul Blart: Mall Cop 2,5,900,Sony,71000000,36600000,2015,107600000,10751,Family
14230,[35],252838,en,The Wedding Ringer,15.876,2015-01-16,The Wedding Ringer,6.5,961,SGem,64500000,15300000,2015,79800000,35,Comedy
14232,"[18, 9648]",280996,en,Mr. Holmes,15.14,2015-07-17,Mr. Holmes,6.5,1101,RAtt.,17700000,11600000,2015,29300000,18,Drama
14232,"[18, 9648]",280996,en,Mr. Holmes,15.14,2015-07-17,Mr. Holmes,6.5,1101,RAtt.,17700000,11600000,2015,29300000,9648,Mystery
14235,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852,Fox,85900000,148900000,2015,234800000,12,Adventure
14235,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852,Fox,85900000,148900000,2015,234800000,16,Animation
14235,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852,Fox,85900000,148900000,2015,234800000,35,Comedy
14235,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852,Fox,85900000,148900000,2015,234800000,10751,Family
14237,[35],274167,en,Daddy's Home,14.847,2015-12-25,Daddy's Home,6.1,1688,Par.,150400000,92400000,2015,242800000,35,Comedy
14239,"[18, 80]",261023,en,Black Mass,14.646,2015-09-18,Black Mass,6.4,2020,WB,62600000,37200000,2015,99800000,18,Drama
14239,"[18, 80]",261023,en,Black Mass,14.646,2015-09-18,Black Mass,6.4,2020,WB,62600000,37200000,2015,99800000,80,Crime
14240,"[53, 878, 28, 12]",307663,en,Vice,14.641,2015-01-16,Vice,4.3,312,Annapurna,47800000,28200000,2018,76000000,53,Thriller
14240,"[53, 878, 28, 12]",307663,en,Vice,14.641,2015-01-16,Vice,4.3,312,Annapurna,47800000,28200000,2018,76000000,878,Science Fiction
14240,"[53, 878, 28, 12]",307663,en,Vice,14.641,2015-01-16,Vice,4.3,312,Annapurna,47800000,28200000,2018,76000000,28,Action
14240,"[53, 878, 28, 12]",307663,en,Vice,14.641,2015-01-16,Vice,4.3,312,Annapurna,47800000,28200000,2018,76000000,12,Adventure
14241,[35],257211,en,The Intern,14.377,2015-09-25,The Intern,7.1,3373,WB,75800000,118800000,2015,194600000,35,Comedy
14243,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,WB,25000000,68900000,2015,93900000,53,Thriller
14243,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,WB,25000000,68900000,2015,93900000,18,Drama
14243,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,WB,25000000,68900000,2015,93900000,12,Adventure
14243,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,WB,25000000,68900000,2015,93900000,28,Action
14243,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,WB,25000000,68900000,2015,93900000,36,History
14244,"[35, 18]",318846,en,The Big Short,14.327,2015-12-11,The Big Short,7.3,4657,Par.,70300000,63200000,2015,133500000,35,Comedy
14244,"[35, 18]",318846,en,The Big Short,14.327,2015-12-11,The Big Short,7.3,4657,Par.,70300000,63200000,2015,133500000,18,Drama
14245,[18],157851,en,Maps to the Stars,14.312,2015-02-27,Maps to the Stars,6,604,FCW,351000,988000,2015,1339000,18,Drama
14246,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244,2015-01-09,Inherent Vice,6.6,1359,WB,8100000,6600000,2014,14700000,35,Comedy
14246,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244,2015-01-09,Inherent Vice,6.6,1359,WB,8100000,6600000,2014,14700000,10749,Romance
14246,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244,2015-01-09,Inherent Vice,6.6,1359,WB,8100000,6600000,2014,14700000,80,Crime
14246,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244,2015-01-09,Inherent Vice,6.6,1359,WB,8100000,6600000,2014,14700000,18,Drama
14246,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244,2015-01-09,Inherent Vice,6.6,1359,WB,8100000,6600000,2014,14700000,9648,Mystery
14247,[35],296099,en,Vacation,14.227,2015-07-29,Vacation,6.2,1934,WB (NL),58900000,46000000,2015,104900000,35,Comedy
14248,"[28, 80, 53]",249070,en,Hitman: Agent 47,14.082,2015-08-21,Hitman: Agent 47,5.6,1764,Fox,22500000,59900000,2015,82400000,28,Action
14248,"[28, 80, 53]",249070,en,Hitman: Agent 47,14.082,2015-08-21,Hitman: Agent 47,5.6,1764,Fox,22500000,59900000,2015,82400000,80,Crime
14248,"[28, 80, 53]",249070,en,Hitman: Agent 47,14.082,2015-08-21,Hitman: Agent 47,5.6,1764,Fox,22500000,59900000,2015,82400000,53,Thriller
14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,Par.,163000000,162200000,2015,325200000,12,Adventure
14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,Par.,163000000,162200000,2015,325200000,35,Comedy
14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,Par.,163000000,162200000,2015,325200000,10751,Family
14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,Par.,163000000,162200000,2015,325200000,14,Fantasy
14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,Par.,163000000,162200000,2015,325200000,16,Animation
14251,[35],188222,en,Entourage,13.802,2015-06-03,Entourage,6.2,647,WB,32400000,16900000,2015,49300000,35,Comedy
14253,"[35, 12, 10751]",116149,en,Paddington,13.565,2015-01-16,Paddington,7,1904,W/Dim.,76300000,191800000,2015,268100000,35,Comedy
